,Name,Actor,Genre,Directors,Maturity,Story-line,Popularity
80126024,Star Trek: Discovery,"Sonequa Martin-Green, Doug Jones, Shazad Latif","Series, Award-winning TV Programmes, American Programmes, Action & Adventure Programmes, Sci-Fi & Fantasy Programmes",,16+ ,"After a century of silence, war erupts between the Federation and Klingon Empire, with a disgraced Starfleet officer at the center of the conflict.","The writing-and-producing staff of ""Discovery"" includes Rod Roddenberry, son of ""Star Trek"" creator Gene Roddenberry."
80097140,Altered Carbon,"Joel Kinnaman, James Purefoy, Martha Higareda","Series, TV Programmes based on Books, American Programmes, Crime Programmes, Action & Adventure Programmes, Drama Programmes, Sci-Fi & Fantasy Programmes, Cyberpunk",,16+ ,"After 250 years on ice, a prisoner returns to life in a new body with one chance to win his freedom: by solving a mind-bending murder.",This series based on Richard K. Morgan’s cyberpunk novel scored an Emmy nod for Outstanding Special Visual Effects.
80184682,The New Legends of Monkey,"Chai Hansen, Luciane Buchanan, Josh Thomson","Series, Australian TV Programmes, TV Programmes based on Books, Kids’ Programmes, Action & Adventure Programmes, Sci-Fi & Fantasy Programmes, Superheroes",,7+ ,A valiant girl liberates the Monkey King -- a god long trapped in stone -- in a quest to find seven sacred scrolls and save the world from evil.,
80154610,The Rain,"Alba August, Lucas Lynggaard Tønnesen, Mikkel Boe Følsgaard","Series, Danish TV Programmes, Teen Programmes, Drama Programmes, Sci-Fi & Fantasy Programmes",,16+ ,"Six years after a brutal virus wipes out most of Scandinavia's population, two siblings join a band of young survivors seeking safety -- and answers.",
80236421,Extinction,"Michael Peña, Lizzy Caplan, Israel Broussard","Hollywood Films, Action & Adventure, Action Thrillers, Dramas, Sci-Fi Thrillers, Sci-Fi & Fantasy, Action Sci-Fi & Fantasy",Ben Young,16+ ,"Plagued by dreams of an alien invasion, a family man faces his worst nightmare when an extraterrestrial force begins exterminating Earth's inhabitants.",
80057281,Stranger Things,"Winona Ryder, David Harbour, Finn Wolfhard","Series, Award-winning TV Programmes, American Programmes, Teen Programmes, Sci-Fi & Fantasy Programmes",,16+ ,"When a young boy vanishes, a small town uncovers a mystery involving secret experiments, terrifying supernatural forces and one strange little girl.","This nostalgic nod to '80s sci-fi and horror classics has earned 31 Emmy nominations, including two for Outstanding Drama."
80134431,The Cloverfield Paradox,"Gugu Mbatha-Raw, David Oyelowo, Daniel Brühl","Hollywood Films, Action & Adventure, Action Thrillers, Sci-Fi Thrillers, Sci-Fi & Fantasy, Action Sci-Fi & Fantasy",Julius Onah,16+ ,"Orbiting above a planet on the brink of war, scientists test a device to solve an energy crisis and end up face-to-face with a dark alternate reality.","The third film in producer J.J. Abrams’ sci-fi horror franchise, including “Cloverfield” and “10 Cloverfield Lane.”"
80119234,Bright,"Will Smith, Joel Edgerton, Noomi Rapace","Hollywood Films, Crime Films, Action & Adventure, Action Thrillers, Crime Action & Adventure, Sci-Fi & Fantasy, Blockbuster Sci-Fi & Fantasy, Action Sci-Fi & Fantasy, Fantasy",David Ayer,16+ ,"In an LA rife with interspecies tensions, a human cop and his orc partner stumble on a powerful object and become embroiled in a prophesied turf war.","Will Smith and Joel Edgerton star in this high-octane action fantasy from ""Suicide Squad"" director David Ayer."
80105699,Travelers,"Eric McCormack, MacKenzie Porter, Nesta Cooper","Series, Canadian TV Programmes, Crime Programmes, Drama Programmes, Sci-Fi & Fantasy Programmes",,16+ ,"A federal agent tracks four people who suddenly seem to possess entirely new personalities, leading to a startling discovery about humanity's future.","""Travelers"" creator and executive producer Brad Wright also created ""Stargate Atlantis"" and ""Stargate Universe."""
80222823,Orbiter 9,"Clara Lago, Alex Gonzalez, Andrés Parra","International Films, Spanish Films, Dramas, Thrillers, Sci-Fi Thrillers, Sci-Fi & Fantasy",Hatem Khraiche,13+ ,A woman who's been alone on a spaceship her whole life becomes enamored with an engineer who suddenly enters her world and upends her universe.,
81015153,Crossroads: One Two Jaga,"Zahiril Adzim, Ario Bayu, Asmara Abigail","International Films, Crime Films, Crime Dramas, Dramas, Social Issue Dramas",Namron,16+ ,"In Kuala Lumpur, an abused domestic worker tries to escape to Indonesia, while an idealistic cop insists on fighting corruption  -- at a heavy price.",
80211634,Baby,"Benedetta Porcaroli, Alice Pagani, Riccardo Mandolini","Series, Italian TV Programmes, Teen Programmes, Drama Programmes",,16+ ,"Fed up with their families and classmates, two teen girls from a wealthy part of Rome are drawn to the city's underworld and start leading double lives.",
80216124,The Fix,,"Series, American Programmes, Comedy Programmes",,16+ ,"Comedians Jimmy Carr, D.L. Hughley and Katherine Ryan tackle the world's woes with help from a rotating crew of funny guests and an actual expert.",
81004280,Memories of the Alhambra,"Hyun Bin, Park Shin-hye, Park Hoon","Series, K-dramas, Romance Programmes, Asian Programmes, Drama Programmes",,,"While looking for the cryptic creator of an innovative augmented-reality game, an investment firm executive meets a woman who runs a hostel in Spain.",
80203920,Nowhere Man,,"Series, Chinese  Programmes, Taiwanese TV Programmes, Asian Programmes, Drama Programmes",,,"A strange encounter causes a man awaiting execution to experience alternate timelines, leading to his escape from prison to protect his family.",
80996791,13 Reasons Why: Beyond the Reasons,"Dylan Minnette, Katherine Langford, Kate Walsh","Series, Documentary Programmes, American Programmes, Crime Programmes, Crime Documentaries, Documentaries",,16+ ,"Cast members, writers, producers and mental health professionals discuss some of the difficult issues and themes explored in ""13 Reasons Why.""",
80175722,The End of the F***ing World,"Jessica Barden, Alex Lawther, Steve Oram","Series, TV Programmes based on Books, Teen Programmes, British Programmes, Drama Programmes, Comedy Programmes",,16+ ,A budding teen psychopath and a rebel hungry for adventure embark on a star-crossed road trip in this darkly comic series based on a graphic novel.,"Starring Alex Lawther (""Black Mirror"") and Jessica Barden (""Penny Dreadful""). Based on Charles Forsman's graphic novel."
70242311,Orange Is the New Black,"Taylor Schilling, Kate Mulgrew, Laura Prepon","Series, Award-winning TV Programmes, TV Programmes based on Books, American Programmes, Drama Programmes, Comedy Programmes",,16+ ,"A privileged New Yorker ends up in a women's prison when a past crime catches up with her in this Emmy-winning series from the creator of ""Weeds.""",Uzo Aduba made history by winning Emmys in both drama (2015) and comedy (2014) categories for her role as Crazy Eyes.
80179905,Insatiable,"Dallas Roberts, Debby Ryan, Alyssa Milano","Series, American Programmes, Teen Programmes, Drama Programmes, Comedy Programmes",,16+ ,"A bullied teenager turns to beauty pageants as a way to exact her revenge, with the help of a disgraced coach who soon realizes he's in over his head.",Debby Ryan takes a dark turn as a vengeful teenager in this comedy also starring Alyssa Milano.
80200942,Elite,"Danna Paola, Miguel Herrán, María Pedraza","Series, Spanish TV Programmes, Teen Programmes, Crime Programmes, Drama Programmes",,16+ ,"When three working-class teens enroll in an exclusive private school in Spain, the clash between them and the wealthy students leads to murder.","Jaime Lorente (""Nano""), María Pedraza (""Marina"") and Miguel Herrán (""Christian"") also starred in the series ""Money Heist."""
80171659,To the Bone,"Lily Collins, Keanu Reeves, Carrie Preston","Dramas, Independent Dramas, Independent Films",Marti Noxon,16+ ,"Ellen, a 20-year-old with anorexia nervosa, goes on a harrowing, sometimes funny journey of self-discovery at a group home run by an unusual doctor.","Emmy-nominated writer Marti Noxon (""UnREAL"") makes her feature directorial debut with this drama starring Lily Collins."
80128245,Brain on Fire,"Chloë Grace Moretz, Thomas Mann, Richard Armitage","International Films, Dramas, Biographical Dramas, Dramas based on a book, Dramas based on real life, Independent Dramas, Independent Films",Gerard Barrett,13+ ,"Stricken with seizures, psychosis and memory loss, a young New York Post reporter visits doctor after doctor in search of an elusive diagnosis.",Chloë Grace Moretz stars in this drama based on Susannah Cahalan's best-selling memoir.
80230561,Trinkets,,"Series, American Programmes, Teen Programmes, Drama Programmes, Comedy Programmes",,,"In this coming-of-age series, three teenage girls from different social circles form an unlikely friendship over their shared affinity for shoplifting.",
80238711,Yankee,,"Series, Mexican TV Programmes, Drama Programmes",,,A young man from Texas crosses the border into Mexico and becomes an infamous drug lord.,
81026327,Firebrand,"Usha Jadhav, Girish Kulkarni, Sachin Khedekar","Indian Films, Marathi-Language Films, Crime Films, Crime Dramas, Dramas, Social Issue Dramas",Aruna Raje,16+ ,"The ups and downs of modern-day relationships take the spotlight in this contemporary, slice-of-life story produced by Priyanka Chopra.",
80200047,The Boy Who Harnessed the Wind,,Dramas,,,A boy with a curious mind finds a way to save his Malawian village from famine. A drama based on the remarkable true story of William Kamkwamba.,
80195198,Pine Gap,"Parker Sawyers, Jacqueline McKenzie, Steve Toussaint","Series, Australian TV Programmes, Drama Programmes",Mat King,16+ ,"At top-secret U.S.-Australian joint defense facility Pine Gap, fissures appear in the critical alliance as spies work with, and against, each other.","Parker Sawyers, who played the young Barack Obama in ""Southside with You,"" stars."
80200549,The Central Park Five,,"Series, Documentary Programmes, American Programmes, Documentaries",,,"Created, written and directed by Ava DuVernay, this series exposes the breakdown of the U.S. criminal justice system during the Central Park Five case.",
80178943,The Boss Baby: Back in Business,"JP Karliak, Pierce Gagnon, Kevin Michael Richardson","Animation, Series, TV Programmes based on Books, Kids’ Programmes, Comedy Programmes, TV Cartoons",,7+ ,The Boss Baby brings his big brother Tim to the office to teach him the art of business in this animated series sprung from the hit film.,
80223989,Chilling Adventures of Sabrina,"Kiernan Shipka, Ross Lynch, Miranda Otto","Series, TV Programmes based on Comics, American Programmes, Teen Programmes, Horror Programmes, Sci-Fi & Fantasy Programmes",,16+ ,"Magic and mischief collide as half-human, half-witch Sabrina navigates between two worlds: mortal teen life and her family's legacy, the Church of Night.","Kiernan Shipka (""Mad Men"") stars in this adaptation of the horror comic series by Roberto Aguirre-Sacasa (""Riverdale"")."
